id,educ,peduc,kids,agem,rural
10515,12,15,3,13,0
10516,17,17,2,26,0
10517,8,10,2,16,0
10518,8,17,3,16,0
10519,13,15,0,22,0
10520,0,0,5,20,0
10521,17,20,3,14,0
10522,17,17,2,19,0
10523,7,15,3,14,0
10524,15,15,1,20,0
10525,17,17,3,14,0
10526,8,17,4,15,0
10527,10,12,1,16,0
10528,17,17,3,13,0
10529,0,9,2,16,0
10530,10,15,3,15,0
10531,17,17,3,15,0
10532,17,15,2,21,0
10533,9,12,8,13,0
10534,0,12,5,14,0
10535,5,10,3,17,0
10536,10,10,0,15,0
10537,0,15,3,18,0
10538,2,10,3,15,0
10539,0,8,4,21,0
10540,9,10,2,18,0
10541,5,12,2,15,0
10542,10,15,1,24,0
10543,7,10,7,19,0
10544,0,12,3,19,0
10545,0,9,4,20,0
10546,0,9,3,16,0
10547,9,10,3,13,0
10548,7,9,5,17,0
10549,12,17,3,18,0
10550,10,12,0,15,0
10551,5,15,2,16,0
10552,12,15,2,18,0
10553,9,10,0,22,0
10554,0,3,5,17,1
10555,8,12,3,15,1
10556,10,10,1,16,1
10557,0,2,3,18,1
10558,0,9,6,18,1
10559,9,10,3,17,1
10560,0,0,2,14,1
10561,0,8,3,16,1
10562,0,12,3,14,1
10563,0,0,2,16,1
10564,0,4,2,16,1
10565,4,7,4,18,1
10566,0,14,1,18,1
10567,0,12,4,18,1
10568,0,0,4,17,1
10569,1,3,0,13,1
10570,6,10,2,18,1
10571,10,10,2,14,1
10572,0,10,7,15,1
10573,8,10,0,18,1
10574,0,5,2,14,1
10575,9,0,0,16,1
10576,4,5,5,16,0
10577,0,0,8,16,0
10578,0,10,8,14,0
10579,0,0,0,15,0
10580,10,12,4,16,0
10581,10,10,1,21,0
10582,12,12,2,17,0
10583,12,12,1,20,0
10584,0,0,1,15,0
10585,0,5,6,16,0
10586,0,10,0,16,0
10587,0,5,9,14,0
10588,0,7,8,15,0
10589,7,8,0,18,0
10590,0,0,3,14,0
10591,7,10,4,16,0
10592,10,15,2,18,0
10593,7,9,4,16,0
10594,9,10,3,17,0
10595,10,15,2,16,0
10596,0,0,7,14,0
10597,0,10,3,16,0
10598,0,9,2,16,0
10599,0,0,1,17,0
10600,7,12,4,19,0
10601,7,9,1,15,0
10602,4,10,4,17,0
10603,0,0,4,15,0
10604,0,0,5,14,0
10605,0,0,4,16,0
10606,0,7,0,16,0
10607,3,10,4,18,0
10608,0,0,2,17,0
10609,10,15,4,19,0
10610,10,15,3,17,0
10611,4,0,1,16,0
10612,0,0,0,17,0
10613,10,15,2,19,0
10614,0,0,3,17,0
10615,0,0,0,14,0
10616,5,0,0,18,0
10617,0,0,1,17,0
10618,0,0,7,19,0
10619,0,0,8,15,0
10620,0,0,0,17,0
10621,0,0,5,15,0
10622,0,17,5,16,0
10623,0,8,6,16,1
10624,8,10,3,16,1
10625,0,10,3,16,1
10626,0,5,1,15,1
10627,0,9,1,17,1
10628,0,0,5,13,1
10629,2,2,7,14,1
10630,10,12,2,22,1
10631,0,0,4,16,1
10632,0,5,3,15,1
10633,0,0,6,14,1
10634,8,15,3,16,1
10635,0,12,0,15,1
10636,0,0,3,15,1
10637,0,0,5,20,1
10638,0,8,0,14,1
10639,0,9,4,14,1
10640,0,8,0,17,1
10641,0,0,9,17,1
10642,0,0,2,16,1
10643,7,5,1,14,1
10644,0,0,7,18,1
10645,0,0,6,14,1
10646,0,10,3,15,1
10647,0,0,1,14,1
10648,0,0,6,14,1
10649,4,8,8,14,1
10650,0,5,5,13,1
10651,5,10,4,16,1
10652,0,8,6,16,1
10653,0,0,3,15,1
10654,10,12,1,14,1
10655,0,0,4,14,1
10656,5,9,12,18,1
10657,10,8,3,18,1
10658,0,0,2,17,1
10659,0,0,8,14,1
10660,0,0,3,14,1
10661,0,0,4,14,1
10662,0,0,5,13,1
10663,0,0,8,13,1
10664,0,5,5,15,1
10665,0,0,4,18,1
10666,0,0,8,14,1
10667,0,0,6,13,1
10668,0,10,4,16,1
10669,0,6,2,16,1
10670,0,8,2,21,1
10671,0,3,3,14,1
10672,0,0,5,13,1
10673,0,5,3,16,1
10674,0,9,6,13,1
10675,0,0,5,16,1
10676,0,0,6,16,1
10677,0,0,3,15,1
10678,0,0,7,14,1
10679,0,10,1,17,1
10680,7,5,0,18,1
10681,0,2,3,17,1
10682,0,5,0,15,1
10683,5,9,1,20,1
10684,3,0,5,16,1
10685,4,10,1,15,1
10686,0,0,10,14,1
10687,0,14,5,13,1
10688,0,0,5,20,1
10689,0,0,9,15,1
10690,10,12,3,18,1
10691,0,0,4,14,1
10692,0,0,5,16,1
10693,0,0,6,16,1
10694,0,0,0,13,1
10695,0,0,5,13,1
10696,0,5,5,15,1
10697,0,0,3,15,1
10698,0,0,3,14,1
10699,0,0,4,19,1
10700,0,3,4,17,1
10701,0,7,3,16,1
10702,10,12,4,20,1
10703,0,0,2,17,0
10704,8,15,4,16,0
10705,0,0,6,18,0
10706,0,0,7,18,0
10707,12,10,0,20,0
10708,0,0,11,13,0
10709,0,8,6,15,0
10710,0,0,0,18,0
10711,0,5,5,19,0
10712,7,17,5,17,0
10713,15,17,2,19,0
10714,12,15,7,18,0
10715,0,0,7,15,0
10716,0,1,3,15,0
10717,0,5,3,14,0
10718,0,0,10,19,0
10719,0,7,1,15,0
10720,6,5,6,15,0
10721,0,0,6,17,0
10722,5,12,6,17,0
10723,8,7,3,16,0
10724,0,0,0,18,0
10725,8,7,5,16,0
10726,0,0,3,19,0
10727,0,0,3,18,0
10728,0,8,8,15,0
10729,7,10,4,22,0
10730,17,20,1,23,0
10731,12,12,6,19,0
10732,9,8,3,19,0
10733,0,6,1,16,0
10734,12,15,1,24,0
10735,7,5,3,12,0
10736,0,7,7,16,0
10737,5,0,6,16,0
10738,0,9,3,22,0
10739,0,7,1,13,0
10740,12,15,3,16,0
10741,0,0,6,15,0
10742,0,0,9,15,0
10743,2,5,5,19,0
10744,0,0,0,14,0
10745,0,0,5,16,0
10746,10,10,8,20,0
10747,0,5,8,16,0
10748,3,0,3,16,0
10749,17,17,0,26,0
10750,9,17,4,14,0
10751,0,10,4,15,0
10752,4,9,2,15,0
10753,0,9,7,17,0
10754,0,5,0,17,0
10755,4,3,0,17,0
10756,2,5,4,14,0
10757,8,12,3,15,0
10758,0,4,2,20,0
10759,9,9,2,28,0
10760,5,9,3,18,0
10761,15,12,1,22,0
10762,15,17,0,23,0
10763,0,9,5,17,0
10764,10,9,3,18,0
10765,7,10,5,18,0
10766,12,10,0,19,0
10767,15,15,3,20,0
10768,10,15,3,18,0
10769,12,15,4,17,0
10770,15,12,3,19,0
10771,15,15,1,22,0
10772,12,18,3,18,0
10773,12,15,1,21,0
10774,7,15,2,22,0
10775,17,15,2,17,0
10776,8,7,2,21,0
10777,9,9,4,16,0
10778,0,9,0,16,0
10779,10,10,7,18,0
10780,12,15,2,21,0
10781,10,7,4,17,0
10782,10,12,0,21,0
10783,0,10,6,12,0
10784,0,15,1,18,0
10785,15,15,2,23,0
10786,15,15,2,20,0
10787,10,12,1,20,0
10788,7,7,6,21,0
10789,15,15,0,24,0
10790,5,10,4,19,0
10791,6,9,4,12,0
10792,8,10,4,18,0
10793,7,9,2,21,0
10794,10,8,3,16,0
10795,15,15,3,21,0
10796,7,10,2,19,0
10797,10,15,4,21,0
10798,15,15,2,23,0
10799,10,15,3,18,0
10800,0,3,1,20,0
10801,0,0,0,13,0
10802,3,9,3,15,0
10803,0,0,3,17,0
10804,4,4,0,14,0
10805,15,15,2,18,0
10806,15,15,2,23,0
10807,15,15,0,23,0
10808,0,0,2,20,0
10809,15,17,2,17,0
10810,0,10,8,13,0
10811,12,15,3,20,0
10812,3,7,4,13,0
10813,0,0,8,15,0
10814,0,0,4,17,0
10815,0,10,4,15,0
10816,0,0,4,16,0
10817,2,0,3,14,0
10818,0,10,3,14,0
10819,0,0,1,15,0
10820,0,10,7,15,0
10821,6,8,0,15,0
10822,0,0,0,14,0
10823,9,8,7,19,0
10824,0,0,0,14,0
10825,0,0,1,18,0
10826,0,12,7,18,0
10827,0,10,4,18,0
10828,3,10,0,16,0
10829,3,5,4,16,0
10830,0,10,0,16,0
10831,4,0,1,13,0
10832,0,0,6,15,0
10833,0,15,7,17,0
10834,0,5,6,15,0
10835,0,4,2,17,0
10836,7,0,3,13,0
10837,2,6,3,18,0
10838,10,15,2,17,1
10839,5,10,7,13,1
10840,4,11,2,14,1
10841,10,15,4,24,1
10842,7,10,4,16,1
10843,5,10,4,18,1
10844,0,3,4,12,1
10845,0,9,5,15,1
10846,9,10,0,19,1
10847,6,0,3,18,1
10848,0,12,1,13,1
10849,5,10,5,17,1
10850,12,15,2,16,1
10851,7,14,2,19,1
10852,7,15,4,14,1
10853,8,13,1,13,1
10854,9,15,3,14,1
10855,0,10,5,17,1
10856,2,12,2,13,1
10857,8,9,0,15,1
10858,8,10,3,13,1
10859,10,9,6,13,1
10860,0,10,3,19,1
10861,7,12,1,17,1
10862,0,0,2,13,1
10863,8,7,0,14,1
10864,0,10,6,15,1
10865,4,8,0,16,1
10866,0,0,5,15,1
10867,0,0,4,13,1
10868,0,0,7,13,1
10869,0,12,5,16,1
10870,5,12,0,18,1
10871,0,9,5,16,1
10872,0,5,10,15,1
10873,8,10,3,15,1
10874,0,5,6,16,1
10875,3,7,0,17,1
10876,0,0,0,15,1
10877,0,0,1,14,1
10878,0,7,8,15,1
10879,5,17,6,18,1
10880,0,0,4,14,1
10881,0,8,8,14,1
10882,0,15,2,16,1
10883,0,5,2,16,1
10884,0,0,3,16,1
10885,0,10,3,14,1
10886,0,0,5,17,1
10887,0,9,0,16,1
10888,0,0,0,19,1
10889,3,10,3,17,1
10890,0,15,4,18,1
10891,6,10,0,18,1
10892,0,6,1,15,1
10893,0,9,2,15,1
10894,0,0,7,15,1
10895,0,15,3,21,1
10896,0,10,3,18,1
10897,0,0,0,17,1
10898,5,8,0,18,1
10899,0,10,2,14,1
10900,0,17,3,18,1
10901,0,17,1,21,1
10902,15,17,4,19,1
10903,12,12,1,20,1
10904,0,10,3,17,1
10905,0,8,2,15,1
10906,0,0,0,18,1
10907,0,0,3,16,1
10908,0,0,6,13,1
10909,0,5,6,15,1
10910,0,0,6,16,1
10911,7,10,4,14,1
10912,0,5,3,15,1
10913,0,0,6,15,1
10914,0,0,5,14,1
10915,0,0,5,13,1
10916,8,10,3,19,1
10917,0,10,8,13,1
10918,4,6,1,14,1
10919,0,6,0,15,1
10920,0,0,6,13,1
10921,0,0,1,14,1
10922,0,0,2,12,1
10923,0,10,4,16,1
10924,0,7,6,14,1
10925,10,9,1,16,1
10926,12,12,2,18,1
10927,2,0,1,17,1
10928,8,12,5,14,1
10929,8,10,6,14,1
10930,0,10,5,13,1
10931,0,10,5,18,0
10932,10,10,2,16,0
10933,0,0,6,15,0
10934,0,4,1,16,0
10935,0,0,7,18,0
10936,0,5,2,20,0
10937,0,5,7,16,0
10938,2,10,3,17,0
10939,0,0,1,13,0
10940,0,0,7,15,0
10941,0,12,5,18,0
10942,0,0,1,18,0
10943,0,9,8,16,0
10944,0,7,1,17,0
10945,0,10,5,19,0
10946,0,6,2,14,0
10947,0,0,10,13,0
10948,0,0,7,15,0
10949,0,0,3,17,0
10950,0,0,4,18,0
10951,0,0,2,17,0
10952,0,0,7,16,0
10953,0,7,9,19,0
10954,0,0,8,13,0
10955,0,4,5,15,0
10956,0,0,3,20,0
10957,0,5,7,15,0
10958,0,0,5,18,0
10959,0,10,6,17,0
10960,0,5,6,16,0
10961,0,0,1,15,0
10962,0,4,2,15,0
10963,0,3,9,14,0
10964,0,3,0,16,0
10965,0,0,12,13,0
10966,9,15,2,18,0
10967,0,8,4,14,0
10968,15,12,2,25,0
10969,3,3,1,18,0
10970,12,15,2,18,0
10971,3,10,3,16,0
10972,7,10,5,13,0
10973,6,2,0,18,0
10974,0,0,7,17,0
10975,0,9,5,16,0
10976,2,12,4,16,0
10977,15,18,2,18,0
10978,8,0,1,13,0
10979,10,18,6,15,0
10980,12,15,1,24,0
10981,8,10,3,19,0
10982,0,8,9,15,0
10983,15,20,2,19,0
10984,0,2,3,14,0
10985,0,0,3,14,1
10986,0,0,4,13,1
10987,0,0,8,18,1
10988,0,0,1,16,1
10989,0,0,10,15,1
10990,0,0,1,14,1
10991,7,10,3,17,1
10992,4,5,0,16,1
10993,0,0,2,13,1
10994,0,7,2,14,1
10995,0,7,2,14,1
10996,0,0,0,18,1
10997,0,0,3,18,1
10998,2,8,0,13,1
10999,0,12,3,14,1
11000,0,4,10,14,1
11001,0,3,5,16,1
11002,0,7,0,16,1
11003,0,0,4,13,1
11004,0,0,8,13,1
11005,0,0,1,12,1
11006,0,0,6,17,1
11007,0,7,5,16,1
11008,0,5,7,13,1
11009,0,5,2,16,1
11010,0,0,8,15,1
11011,2,0,1,13,1
11012,0,4,0,16,1
11013,0,3,2,15,1
11014,0,0,6,14,1
11015,2,5,1,14,1
11016,0,5,6,15,1
11017,0,2,2,16,1
11018,0,0,5,12,1
11019,0,10,1,13,1
11020,0,2,5,13,1
11021,0,5,2,17,1
11022,0,9,7,17,1
11023,0,0,2,13,1
11024,0,0,2,13,1
11025,0,5,0,17,1
11026,0,4,0,15,1
11027,0,0,3,15,1
11028,0,5,4,14,1
11029,7,0,1,17,1
11030,0,0,8,14,1
11031,0,0,2,14,1
11032,0,0,0,18,1
11033,0,0,2,13,1
11034,0,0,5,13,1
11035,0,0,3,15,1
11036,0,0,9,14,1
11037,0,0,8,14,1
11038,0,4,6,14,1
11039,0,0,2,14,1
11040,0,7,4,15,1
11041,7,12,1,16,1
11042,7,12,1,17,1
11043,0,9,2,14,1
11044,0,0,0,16,1
11045,6,6,1,15,1
11046,0,0,6,15,1
11047,0,9,1,17,1
11048,0,0,7,15,1
11049,0,0,2,15,1
11050,0,0,8,16,1
11051,0,0,8,14,0
11052,0,0,1,16,0
11053,10,15,0,21,0
11054,10,15,1,17,0
11055,8,0,1,16,0
11056,8,4,5,13,0
11057,8,10,0,19,0
11058,0,0,7,19,0
11059,0,0,4,13,0
11060,0,0,2,19,0
11061,0,6,4,18,0
11062,0,4,5,16,0
11063,10,5,1,18,0
11064,0,0,1,14,0
11065,0,9,7,12,0
11066,0,0,0,15,0
11067,0,8,3,16,0
11068,6,10,4,14,0
11069,10,15,1,14,0
11070,9,9,0,16,0
11071,8,8,1,23,0
11072,0,0,1,14,0
11073,0,8,6,16,0
11074,10,10,0,16,0
11075,0,5,1,16,0
11076,8,3,2,15,0
11077,4,10,3,13,0
11078,10,10,1,17,0
11079,0,0,7,14,0
11080,0,0,3,14,0
11081,10,10,6,17,0
11082,10,10,3,17,0
11083,0,10,0,18,0
11084,0,0,2,19,0
11085,10,10,2,21,0
11086,8,12,2,18,0
11087,0,0,5,17,0
11088,0,0,1,15,0
11089,0,0,4,21,0
11090,9,10,1,17,0
11091,0,0,5,14,0
11092,0,10,5,16,0
11093,10,10,1,13,0
11094,3,7,3,15,0
11095,0,10,1,18,0
11096,0,9,5,21,0
11097,0,0,1,15,0
11098,0,7,3,13,0
11099,0,0,6,15,0
11100,5,0,1,18,0
11101,10,12,0,24,0
11102,0,4,4,15,0
11103,0,8,0,20,0
11104,10,12,4,21,0
11105,0,0,4,18,1
11106,0,3,0,14,1
11107,0,8,7,14,1
11108,0,0,4,17,1
11109,0,0,7,16,1
11110,0,15,3,19,1
11111,0,8,2,17,1
11112,0,0,3,14,1
11113,0,6,3,18,1
11114,0,3,7,18,1
11115,0,5,8,14,1
11116,0,0,0,17,1
11117,8,10,8,15,1
11118,0,0,7,12,1
11119,0,7,5,17,1
11120,0,0,11,18,1
11121,0,0,7,12,1
11122,0,0,1,15,1
11123,2,4,3,12,1
11124,0,0,6,17,1
11125,0,0,0,20,1
11126,0,0,4,17,1
11127,0,0,1,17,1
11128,0,0,4,17,1
11129,0,0,3,18,1
11130,0,10,4,13,1
11131,0,0,6,18,1
11132,0,3,8,16,1
11133,0,0,3,16,1
11134,0,0,10,14,1
11135,0,9,0,12,1
11136,0,8,4,19,1
11137,0,10,4,14,1
11138,0,0,3,19,1
11139,0,10,4,17,1
11140,5,10,0,14,1
11141,5,10,5,16,1
11142,0,8,6,13,1
11143,5,6,0,14,1
11144,6,10,1,14,1
11145,0,5,2,14,1
11146,0,8,3,14,1
11147,0,0,3,16,1
11148,4,8,0,17,1
11149,5,7,0,14,1
11150,0,5,5,16,1
11151,0,0,3,15,1
11152,0,5,2,17,1
11153,0,5,2,19,1
11154,0,0,2,13,1
11155,0,15,6,20,1
11156,5,10,1,18,1
11157,0,5,5,18,1
11158,3,12,4,17,1
11159,0,0,6,15,1
11160,7,10,3,17,1
11161,10,10,2,15,1
11162,12,15,0,18,1
11163,0,0,1,19,1
11164,0,0,3,17,1
11165,0,0,7,14,1
11166,15,7,1,23,0
11167,15,14,1,19,0
11168,10,15,1,21,0
11169,15,17,1,20,0
11170,15,13,2,22,0
11171,17,18,2,21,0
11172,17,15,2,22,0
11173,17,19,0,24,0
11174,18,21,2,21,0
11175,18,20,1,25,0
11176,15,15,1,21,0
11177,17,18,0,23,0
11178,17,15,2,22,0
11179,10,11,2,18,0
11180,17,18,2,29,0
11181,10,15,4,18,0
11182,13,16,2,21,0
11183,15,15,2,17,0
11184,15,15,2,18,0
11185,17,15,2,24,0
11186,15,17,1,22,0
11187,12,18,2,18,0
11188,15,17,0,28,0
11189,15,17,2,22,0
11190,17,20,0,21,0
11191,20,20,0,28,0
11192,17,20,1,22,0
11193,20,15,2,23,0
11194,17,17,2,18,0
11195,17,15,1,24,0
11196,10,15,3,19,0
11197,0,0,3,15,1
11198,0,7,4,14,1
11199,7,7,1,16,1
11200,4,11,4,16,1
11201,0,5,1,19,1
11202,7,7,1,15,1
11203,0,7,0,15,1
11204,1,7,0,15,1
11205,0,1,6,15,1
11206,0,0,0,15,1
11207,0,4,3,16,1
11208,8,12,2,16,1
11209,0,5,4,18,1
11210,0,5,0,18,1
11211,8,11,2,19,1
11212,0,4,3,13,1
11213,0,7,4,18,1
11214,6,6,1,16,1
11215,5,5,2,14,1
11216,0,0,4,16,1
11217,0,0,5,15,1
11218,6,0,1,18,1
11219,0,5,1,18,1
11220,0,6,4,14,1
11221,0,3,4,14,1
11222,0,2,8,17,1
11223,0,8,0,14,1
11224,7,11,1,17,1
11225,0,8,5,15,1
11226,8,10,1,16,1
11227,5,5,0,17,1
11228,0,5,1,20,1
11229,0,5,2,14,1
11230,0,0,9,15,1
11231,2,8,0,18,1
11232,0,5,3,17,1
11233,5,2,1,15,1
11234,5,12,3,18,1
11235,4,3,2,14,1
11236,0,5,2,16,1
11237,5,8,0,16,1
11238,0,5,6,16,1
11239,5,8,0,17,1
11240,0,5,1,19,1
11241,0,5,6,13,1
11242,0,0,3,16,1
11243,0,3,0,15,1
11244,0,5,4,16,1
11245,5,11,4,17,1
11246,0,9,4,16,1
11247,0,4,3,16,1
11248,0,5,2,15,1
11249,5,15,6,15,1
11250,5,6,3,13,1
11251,5,15,2,14,1
11252,19,15,1,26,1
11253,2,4,3,16,1
11254,5,5,3,17,1
11255,0,4,5,16,1
11256,7,7,2,16,1
11257,0,0,4,17,1
11258,0,0,3,15,1
11259,0,0,9,18,1
11260,3,6,3,12,1
11261,0,0,3,15,1
11262,0,10,3,18,1
11263,0,8,2,18,1
11264,0,0,3,17,1
11265,7,9,2,19,1
11266,0,3,3,12,1
11267,0,0,8,15,1
11268,7,7,1,19,1
11269,10,15,1,19,1
11270,10,14,1,23,1
11271,0,4,3,14,1
11272,0,0,4,17,1
11273,0,0,3,17,1
11274,0,5,0,15,1
11275,7,15,0,17,1
11276,5,3,5,19,1
11277,5,0,7,14,1
11278,0,0,3,13,1
11279,11,9,0,17,1
11280,9,11,3,18,1
11281,0,0,4,17,1
11282,0,0,1,17,1
11283,0,0,8,14,1
11284,5,12,2,18,1
11285,9,12,5,18,1
11286,0,10,3,19,1
11287,0,0,6,18,1
11288,5,7,2,17,1
11289,3,0,1,16,1
11290,0,6,1,16,1
11291,0,6,5,16,1
11292,0,7,3,16,1
11293,3,2,5,26,1
11294,0,6,5,16,1
11295,2,8,2,15,1
11296,5,8,4,14,1
11297,0,6,4,14,1
11298,0,8,5,14,1
11299,0,13,1,17,1
11300,0,5,6,15,1
11301,0,0,3,19,1
11302,4,7,0,20,1
11303,0,12,5,16,1
11304,0,6,5,14,1
11305,0,0,5,15,1
11306,0,9,1,16,1
11307,0,2,3,17,1
11308,0,7,4,12,1
11309,5,9,1,18,1
11310,10,9,4,22,1
11311,0,0,4,16,1
11312,0,7,0,17,1
11313,0,5,1,21,1
11314,0,0,3,18,1
11315,0,5,4,16,1
11316,0,0,5,16,1
11317,0,4,3,17,1
11318,0,0,4,16,1
11319,0,9,1,14,1
11320,5,9,2,23,1
11321,0,5,2,17,1
11322,0,5,1,21,1
11323,0,8,5,15,1
11324,8,14,2,20,1
11325,9,12,3,18,1
11326,0,0,3,16,1
11327,0,0,3,16,1
11328,0,11,3,20,1
11329,0,0,2,14,1
11330,0,0,3,18,1
11331,5,15,4,19,1
11332,0,0,3,20,0
11333,9,15,3,21,0
11334,0,5,6,14,0
11335,0,2,2,14,0
11336,0,0,5,18,0
11337,5,7,2,17,0
11338,0,9,1,16,0
11339,0,4,5,18,0
11340,5,11,3,17,0
11341,0,3,6,14,0
11342,6,10,4,15,0
11343,0,0,3,18,0
11344,0,8,3,18,0
11345,0,0,4,15,0
11346,0,0,6,16,0
11347,0,8,4,16,0
11348,5,10,6,14,0
11349,12,17,1,20,0
11350,5,3,1,16,0
11351,5,4,0,30,0
11352,9,9,3,17,0
11353,0,5,5,16,0
11354,14,10,0,19,0
11355,0,1,3,14,0
11356,0,8,3,15,0
11357,0,0,4,18,0
11358,5,0,2,18,0
11359,5,12,1,16,0
11360,9,8,3,18,0
11361,0,10,3,18,0
11362,15,18,1,22,0
11363,0,0,3,17,0
11364,8,17,2,16,0
11365,12,17,0,18,0
11366,3,16,4,16,0
11367,12,17,2,16,0
11368,7,10,3,18,0
11369,5,5,6,13,0
11370,12,12,1,18,0
11371,0,6,4,12,0
11372,9,10,2,17,0
11373,10,10,3,18,0
11374,6,7,5,17,0
11375,0,3,7,15,0
11376,17,0,2,20,0
11377,0,5,5,18,0
11378,10,10,1,23,0
11379,5,8,2,16,0
11380,8,12,3,16,0
11381,5,10,0,17,0
11382,12,15,2,24,0
11383,17,15,1,22,0
11384,17,15,0,21,0
11385,17,17,2,22,0
11386,8,5,3,16,0
11387,7,17,3,16,0
11388,5,8,2,16,0
11389,10,15,1,24,0
11390,6,5,0,15,0
11391,12,9,1,17,0
11392,5,7,2,19,0
11393,15,14,2,23,0
11394,15,15,1,24,0
11395,11,17,2,19,0
11396,10,15,1,17,0
11397,0,2,1,14,1
11398,0,7,6,18,1
11399,0,8,2,17,1
11400,0,0,6,18,1
11401,0,4,1,16,1
11402,0,0,4,15,1
11403,0,9,1,16,1
11404,3,10,0,18,1
11405,0,4,4,18,1
11406,0,3,0,15,1
11407,0,7,6,16,1
11408,0,0,5,16,1
11409,4,0,2,15,1
11410,0,5,3,18,1
11411,0,8,3,14,1
11412,9,8,1,21,1
11413,0,0,5,13,1
11414,0,5,1,19,1
11415,10,10,2,16,1
11416,0,5,8,15,1
11417,0,6,1,17,1
11418,0,0,6,20,1
11419,0,0,4,16,1
11420,0,7,3,20,1
11421,8,10,4,13,1
11422,0,3,4,17,1
11423,0,3,4,16,1
11424,0,0,5,13,1
11425,0,0,5,15,1
11426,0,0,9,18,1
11427,0,0,2,16,1
11428,0,3,3,19,1
11429,9,15,2,20,1
11430,4,0,1,18,1
11431,0,2,7,16,1
11432,5,0,2,18,1
11433,4,10,8,15,1
11434,3,0,2,18,1
11435,7,12,5,19,1
11436,8,7,2,19,1
11437,3,0,2,19,1
11438,0,0,1,17,1
11439,5,11,2,16,1
11440,5,12,2,17,1
11441,0,8,3,17,1
11442,0,0,4,18,1
11443,0,0,6,15,1
11444,0,5,4,22,1
11445,9,12,2,14,1
11446,0,0,4,14,1
11447,10,17,2,17,1
11448,15,15,1,20,1
11449,8,11,2,18,1
11450,12,17,2,26,1
11451,11,15,3,19,1
11452,5,10,3,19,1
11453,10,17,2,19,1
11454,5,12,2,18,1
11455,5,6,2,17,1
11456,12,12,2,21,1
11457,0,0,1,17,1
11458,5,5,3,16,1
11459,9,10,1,19,1
11460,7,8,1,17,1
11461,8,10,3,16,1
11462,0,7,4,19,1
11463,13,17,2,18,1
11464,0,8,3,19,1
11465,0,0,8,20,1
11466,0,0,7,18,0
11467,0,0,5,18,0
11468,6,2,0,17,0
11469,10,13,0,26,0
11470,2,5,3,17,0
11471,0,0,3,17,0
11472,5,12,3,15,0
11473,13,14,2,23,0
11474,6,6,4,13,0
11475,0,0,5,14,0
11476,8,8,2,14,0
11477,0,4,4,16,0
11478,14,15,2,19,0
11479,8,12,1,22,0
11480,3,10,2,21,0
11481,15,11,3,26,0
11482,8,10,1,17,0
11483,7,7,2,17,0
11484,12,11,3,16,0
11485,5,15,3,18,0
11486,2,8,1,14,0
11487,17,17,2,20,0
11488,4,7,3,19,0
11489,0,7,5,17,0
11490,0,0,6,13,1
11491,0,0,6,12,1
11492,0,0,1,14,1
11493,0,8,1,12,1
11494,8,5,0,17,1
11495,8,10,6,13,1
11496,0,0,5,15,1
11497,0,8,1,15,1
11498,0,6,3,18,1
11499,0,3,7,15,1
11500,0,2,1,15,1
11501,0,0,5,14,1
11502,0,0,3,14,1
11503,0,0,4,16,1
11504,0,14,1,16,1
11505,8,0,1,12,1
11506,0,0,6,15,1
11507,0,3,3,14,1
11508,0,0,3,16,1
11509,6,15,0,15,1
11510,0,0,4,14,1
11511,5,0,0,13,1
11512,0,0,4,14,1
11513,0,2,4,14,1
11514,0,2,4,16,1
11515,5,5,3,16,1
11516,5,0,5,15,1
11517,0,0,4,13,1
11518,0,0,1,19,1
11519,0,0,2,14,1
11520,0,0,2,14,1
11521,0,6,1,17,1
11522,7,9,3,13,1
11523,0,0,3,16,1
11524,1,8,0,15,1
11525,8,12,1,17,1
11526,6,10,4,18,1
11527,8,5,2,15,1
11528,4,4,3,14,1
11529,6,9,0,15,1
11530,0,4,9,13,1
11531,6,6,4,18,1
11532,0,3,7,13,1
11533,0,9,5,16,1
11534,0,0,7,17,1
11535,0,0,6,16,1
11536,0,0,5,12,1
11537,0,6,10,13,1
11538,0,0,6,18,1
11539,0,12,4,15,1
11540,0,0,5,14,1
11541,0,0,1,15,1
11542,0,0,6,13,1
11543,0,0,0,14,1
11544,0,0,4,12,1
11545,0,0,3,14,1
11546,0,0,2,15,1
11547,0,0,6,13,1
11548,0,0,1,18,1
11549,0,0,4,12,1
11550,0,8,3,16,1
11551,0,0,10,17,1
11552,0,0,2,16,1
11553,0,0,5,15,1
11554,0,0,3,17,1
11555,0,0,4,14,1
11556,0,0,3,15,1
11557,0,0,7,14,1
11558,0,0,5,13,1
11559,0,0,6,14,1
11560,0,0,4,14,1
11561,0,0,5,14,1
11562,5,9,0,13,1
11563,0,0,6,16,1
11564,0,0,1,14,1
11565,0,0,5,12,1
11566,0,0,0,13,1
11567,4,8,2,18,1
11568,0,5,5,14,1
11569,7,9,2,18,1
11570,0,5,12,18,1
11571,0,5,7,14,1
11572,0,2,4,13,1
11573,9,9,0,17,1
11574,0,8,4,13,1
11575,0,8,2,16,1
11576,5,12,3,17,1
11577,0,5,5,17,1
11578,0,5,4,16,1
11579,0,14,5,15,1
11580,5,9,1,12,1
11581,5,5,3,13,1
11582,0,0,2,14,1
11583,0,5,1,14,1
11584,9,8,1,19,1
11585,3,4,0,14,1
11586,3,5,4,18,1
11587,9,9,1,19,1
11588,0,0,5,15,1
11589,5,5,5,12,1
