id,educ,peduc,kids,agem,rural
6402,0,0,5,15,1
6403,9,12,4,16,1
6404,0,0,5,14,1
6405,3,4,3,16,1
6406,2,0,7,13,1
6407,5,0,3,12,1
6408,0,0,3,13,1
6409,6,8,1,12,1
6410,0,0,4,15,1
6411,0,0,0,15,1
6412,0,0,0,14,1
6413,0,0,4,14,1
6414,0,0,10,15,1
6415,0,4,3,12,1
6416,0,0,4,13,1
6417,0,0,2,16,1
6418,0,0,4,14,1
6419,0,0,0,17,1
6420,3,9,1,21,1
6421,0,2,2,17,1
6422,8,10,2,18,1
6423,9,5,0,19,1
6424,0,4,2,14,1
6425,7,9,2,14,1
6426,6,12,0,20,1
6427,0,12,1,19,1
6428,9,0,1,15,1
6429,7,0,1,15,1
6430,10,15,1,17,1
6431,5,9,1,17,1
6432,0,0,5,12,1
6433,4,4,5,16,1
6434,9,10,8,17,1
6435,12,17,3,20,1
6436,8,9,1,29,1
6437,0,0,12,14,1
6438,9,4,1,18,1
6439,0,9,7,17,1
6440,12,12,0,21,1
6441,0,3,4,15,1
6442,0,0,5,14,1
6443,0,0,3,17,1
6444,9,9,1,20,1
6445,0,8,8,15,1
6446,9,10,2,20,1
6447,0,4,7,17,1
6448,11,6,1,21,1
6449,0,0,3,16,1
6450,4,8,3,15,1
6451,8,3,2,16,1
6452,9,0,3,24,1
6453,10,15,5,17,1
6454,9,4,2,13,1
6455,9,12,1,19,1
6456,0,7,6,17,1
6457,9,3,1,17,1
6458,12,12,3,20,1
6459,9,9,3,21,1
6460,9,8,4,18,1
6461,4,4,1,19,1
6462,8,3,2,14,1
6463,0,6,3,14,1
6464,1,4,5,16,1
6465,5,5,2,18,1
6466,10,10,2,18,1
6467,4,9,4,16,1
6468,8,11,5,16,1
6469,0,0,4,13,1
6470,9,9,5,18,1
6471,4,3,1,29,1
6472,0,0,1,14,1
6473,4,0,2,17,1
6474,4,2,4,16,1
6475,9,10,2,15,1
6476,6,0,6,15,1
6477,11,14,2,20,1
6478,9,10,1,20,1
6479,5,10,1,20,1
6480,0,9,7,15,1
6481,0,1,3,17,1
6482,4,4,3,15,1
6483,0,0,3,23,1
6484,6,9,1,15,1
6485,6,9,1,15,1
6486,0,9,0,24,1
6487,7,8,2,16,1
6488,9,15,5,14,1
6489,9,11,2,21,1
6490,5,4,3,16,1
6491,9,9,2,19,1
6492,9,3,1,26,1
6493,12,12,0,24,1
6494,0,0,7,16,1
6495,13,10,1,27,1
6496,0,2,2,17,1
6497,0,5,7,25,1
6498,4,9,7,18,1
6499,9,11,2,22,1
6500,0,8,2,19,1
6501,9,10,1,18,1
6502,15,12,2,24,1
6503,0,4,2,26,1
6504,14,14,0,33,1
6505,12,11,0,23,1
6506,9,9,2,13,1
6507,0,5,8,19,1
6508,9,11,2,20,1
6509,0,4,4,16,1
6510,0,0,5,23,1
6511,7,4,3,17,1
6512,2,4,2,18,1
6513,0,5,1,18,1
6514,4,8,2,14,1
6515,4,0,6,15,1
6516,9,4,1,13,1
6517,0,0,4,16,1
6518,2,4,3,17,1
6519,4,0,2,22,1
6520,4,4,2,13,1
6521,0,4,4,14,1
6522,7,7,1,17,1
6523,2,4,4,15,1
6524,0,5,6,13,1
6525,0,4,3,14,1
6526,0,4,6,19,1
6527,0,5,1,18,1
6528,6,3,1,15,1
6529,0,4,0,17,1
6530,0,0,0,13,1
6531,0,4,4,17,1
6532,5,4,1,19,1
6533,0,0,6,19,1
6534,7,7,4,24,1
6535,0,7,4,18,1
6536,3,5,2,14,1
6537,6,0,1,15,1
6538,15,15,1,21,1
6539,10,10,3,23,1
6540,4,0,6,15,1
6541,9,14,3,13,1
6542,0,8,2,14,1
6543,0,9,4,16,1
6544,6,10,2,18,1
6545,7,10,3,15,1
6546,4,4,2,15,1
6547,0,4,1,30,1
6548,4,7,2,26,1
6549,0,0,2,16,1
6550,5,4,0,17,1
6551,0,4,1,17,1
6552,9,10,1,24,1
6553,9,9,3,15,1
6554,5,9,1,20,1
6555,5,9,2,12,1
6556,7,8,2,16,1
6557,4,7,4,12,1
6558,7,5,2,23,1
6559,8,6,3,12,1
6560,0,3,3,15,1
6561,12,15,1,25,1
6562,0,0,5,18,1
6563,4,9,3,16,1
6564,4,3,2,15,1
6565,2,0,2,15,1
6566,0,4,7,18,1
6567,0,0,3,20,1
6568,7,10,2,14,1
6569,4,0,5,14,1
6570,6,7,2,16,1
6571,8,12,2,16,1
6572,7,0,5,12,1
6573,0,1,4,16,1
6574,2,3,1,16,1
6575,0,0,4,16,1
6576,0,0,4,18,1
6577,0,0,2,20,1
6578,12,15,2,21,1
6579,5,9,3,14,1
6580,4,0,0,19,1
6581,0,0,8,19,1
6582,0,0,1,15,1
6583,0,0,2,20,1
6584,0,1,6,18,1
6585,3,9,5,14,1
6586,0,1,4,14,1
6587,0,9,1,20,1
6588,0,7,4,19,1
6589,9,12,1,16,1
6590,0,0,2,14,1
6591,0,4,3,16,1
6592,0,0,3,15,1
6593,0,0,5,15,1
6594,0,8,3,19,1
6595,3,8,1,15,1
6596,9,12,2,19,1
6597,0,7,3,16,1
6598,0,0,9,18,1
6599,0,0,1,18,1
6600,11,12,2,20,1
6601,0,2,4,22,1
6602,0,0,3,24,1
6603,0,8,2,21,1
6604,0,0,6,16,1
6605,0,0,0,21,1
6606,0,10,3,16,1
6607,3,4,0,18,1
6608,0,4,3,17,1
6609,0,0,1,17,1
6610,0,1,2,15,1
6611,0,6,4,25,1
6612,0,0,4,18,1
6613,0,0,5,14,1
6614,0,4,3,16,1
6615,0,0,2,13,1
6616,0,0,4,15,1
6617,3,12,2,23,1
6618,0,0,3,17,1
6619,0,0,4,15,1
6620,0,0,3,18,1
6621,0,7,4,14,1
6622,7,0,0,20,1
6623,0,5,2,16,1
6624,0,2,7,21,1
6625,0,6,2,15,1
6626,0,6,4,17,1
6627,0,4,2,20,1
6628,8,4,0,17,1
6629,0,4,3,20,1
6630,0,9,2,20,1
6631,9,10,2,18,1
6632,0,7,3,20,1
6633,0,0,5,23,1
6634,0,9,3,15,1
6635,0,0,5,19,1
6636,0,0,0,17,1
6637,0,0,10,18,1
6638,0,0,4,17,1
6639,0,0,1,22,1
6640,3,1,3,13,1
6641,0,0,4,18,1
6642,0,9,4,16,1
6643,0,0,3,19,1
6644,0,0,4,15,1
6645,0,4,2,17,1
6646,17,16,3,23,0
6647,10,15,3,23,0
6648,13,13,1,28,0
6649,5,10,2,14,0
6650,1,2,0,28,0
6651,9,10,2,28,0
6652,10,10,1,16,0
6653,2,0,0,19,0
6654,15,15,1,22,0
6655,7,9,1,17,0
6656,9,9,1,17,0
6657,12,12,1,24,0
6658,12,12,2,25,0
6659,12,12,2,23,0
6660,15,17,2,25,0
6661,4,4,1,20,0
6662,16,13,1,24,0
6663,11,10,2,21,0
6664,12,17,1,22,0
6665,9,12,3,19,0
6666,12,15,2,27,0
6667,15,15,2,21,0
6668,13,15,2,19,0
6669,11,13,2,22,0
6670,8,8,1,19,0
6671,5,4,4,15,0
6672,0,7,5,14,1
6673,4,9,0,16,1
6674,4,7,0,16,1
6675,9,9,1,33,1
6676,3,0,0,18,1
6677,9,9,3,19,1
6678,14,11,0,25,1
6679,0,7,7,16,1
6680,9,11,2,17,1
6681,0,0,5,16,1
6682,9,6,0,19,1
6683,9,9,0,27,1
6684,4,8,4,19,1
6685,9,9,2,21,1
6686,0,9,3,16,1
6687,9,9,3,17,1
6688,9,5,2,23,1
6689,0,4,3,19,1
6690,0,4,3,16,1
6691,0,0,4,17,1
6692,9,9,2,19,1
6693,0,0,0,18,1
6694,4,8,0,17,1
6695,12,14,1,19,1
6696,0,0,0,33,1
6697,8,4,4,15,1
6698,8,6,1,20,1
6699,0,0,2,14,1
6700,3,4,1,17,1
6701,0,4,6,13,1
6702,7,9,1,19,1
6703,0,0,4,13,1
6704,4,0,3,15,1
6705,6,0,1,16,1
6706,0,0,5,12,1
6707,0,0,3,35,1
6708,8,0,3,17,1
6709,0,0,1,18,1
6710,10,12,0,21,1
6711,3,2,2,12,1
6712,0,0,7,20,1
6713,6,0,3,15,1
6714,0,5,8,21,1
6715,3,7,4,13,1
6716,3,9,2,15,1
6717,8,9,1,17,0
6718,11,10,2,17,0
6719,10,15,0,16,0
6720,4,5,2,20,0
6721,4,6,3,14,0
6722,12,12,3,21,0
6723,15,15,1,26,0
6724,0,0,1,21,0
6725,5,6,3,18,0
6726,0,3,4,18,0
6727,10,11,2,20,0
6728,15,12,2,21,0
6729,10,12,2,16,0
6730,7,9,1,14,0
6731,11,15,3,23,0
6732,0,7,3,19,0
6733,6,0,2,16,0
6734,10,15,1,17,0
6735,9,10,1,19,0
6736,3,9,2,13,0
6737,5,7,2,17,0
6738,10,9,2,30,0
6739,8,9,2,15,0
6740,0,9,2,19,0
6741,0,4,0,20,0
6742,11,7,1,23,0
6743,2,0,3,14,0
6744,0,6,4,16,0
6745,6,3,3,13,0
6746,0,0,3,14,0
6747,8,8,2,16,1
6748,5,5,2,16,1
6749,4,4,8,15,1
6750,0,2,3,20,1
6751,0,1,1,19,1
6752,10,14,1,19,1
6753,13,11,2,21,1
6754,3,7,3,16,1
6755,0,0,4,17,1
6756,0,0,5,16,1
6757,0,5,2,18,1
6758,8,8,2,17,1
6759,8,2,3,16,1
6760,7,9,2,22,1
6761,0,7,0,23,1
6762,4,4,6,15,1
6763,5,0,1,19,1
6764,0,0,4,18,1
6765,9,9,2,20,1
6766,9,4,4,18,1
6767,6,0,5,19,1
6768,7,9,3,18,1
6769,4,1,2,16,1
6770,0,4,2,18,1
6771,9,8,2,22,1
6772,9,10,2,19,1
6773,5,5,3,20,1
6774,0,9,1,16,1
6775,0,0,2,17,1
6776,9,7,0,22,1
6777,0,0,3,16,1
6778,0,9,1,15,1
6779,2,4,2,19,1
6780,0,3,0,19,1
6781,0,1,4,17,1
6782,3,6,4,25,1
6783,0,3,1,20,1
6784,12,12,3,21,0
6785,4,9,2,26,0
6786,9,9,1,14,0
6787,5,0,2,13,0
6788,2,7,3,17,0
6789,9,9,1,22,0
6790,6,9,0,19,0
6791,0,7,2,13,0
6792,0,0,3,15,0
6793,10,9,2,19,0
6794,12,12,3,19,0
6795,0,8,3,13,0
6796,7,7,2,24,0
6797,0,0,5,12,0
6798,15,15,2,22,0
6799,0,4,0,19,0
6800,0,0,5,16,0
6801,0,0,2,16,0
6802,11,9,1,18,0
6803,15,17,3,23,0
6804,9,10,5,15,0
6805,9,12,2,16,0
6806,15,12,0,29,0
6807,9,11,0,21,0
6808,15,10,1,27,0
6809,10,8,1,19,0
6810,8,16,3,17,0
6811,12,18,3,19,0
6812,9,8,2,22,0
6813,9,11,0,19,0
6814,15,18,1,23,0
6815,5,4,3,22,0
6816,6,0,1,18,0
6817,14,15,1,27,0
6818,0,0,4,18,0
6819,9,10,1,20,0
6820,9,15,2,15,0
6821,9,5,1,19,0
6822,4,6,4,16,0
6823,9,10,1,16,0
6824,10,7,1,17,0
6825,6,4,2,25,0
6826,0,6,6,13,0
6827,11,12,1,16,0
6828,9,14,2,16,0
6829,13,15,0,25,0
6830,8,9,3,18,0
6831,5,0,1,17,0
6832,0,0,2,15,0
6833,5,0,2,15,0
6834,0,0,4,16,0
6835,9,9,1,15,0
6836,5,7,4,16,0
6837,0,5,3,18,0
6838,10,10,1,29,0
6839,0,4,7,15,0
6840,2,0,6,18,0
6841,3,10,3,17,0
6842,10,15,2,19,0
6843,2,3,4,16,0
6844,0,7,1,16,0
6845,6,0,5,14,0
6846,8,7,6,19,0
6847,0,6,1,15,0
6848,9,10,3,17,0
6849,7,5,0,31,0
6850,5,0,8,16,0
6851,4,0,2,17,0
6852,7,8,4,17,0
6853,10,0,1,23,0
6854,0,0,6,20,0
6855,7,7,0,38,0
6856,0,8,6,16,0
6857,8,4,4,16,0
6858,9,11,3,12,0
6859,9,9,0,21,0
6860,10,12,1,21,0
6861,7,10,3,17,0
6862,9,12,0,21,0
6863,9,10,1,14,0
6864,8,9,2,13,0
6865,9,9,1,15,0
6866,9,15,2,18,0
6867,0,17,2,18,0
6868,9,12,2,14,0
6869,15,15,3,15,0
6870,9,12,2,21,0
6871,10,12,1,23,0
6872,9,9,2,21,0
6873,8,9,1,15,0
6874,9,10,1,17,0
6875,13,10,2,18,0
6876,11,15,3,19,0
6877,9,9,2,18,0
6878,7,9,0,16,0
6879,9,9,3,20,0
6880,9,9,1,21,0
6881,4,6,1,22,0
6882,8,11,2,18,0
6883,4,5,1,17,0
6884,9,9,2,15,0
6885,5,10,3,15,0
6886,8,9,2,18,0
6887,11,10,2,20,0
6888,9,11,2,18,0
6889,10,11,1,15,0
6890,9,9,2,18,0
6891,9,9,2,19,0
6892,3,3,3,13,0
6893,10,13,1,27,1
6894,5,5,4,19,1
6895,4,0,0,19,1
6896,9,15,1,27,1
6897,9,9,1,20,1
6898,8,10,1,17,1
6899,6,10,2,15,1
6900,1,10,3,16,1
6901,13,15,0,26,1
6902,1,6,2,20,1
6903,7,12,3,20,1
6904,4,6,1,29,1
6905,12,15,1,19,1
6906,4,9,2,26,1
6907,5,9,1,23,1
6908,10,10,1,35,1
6909,10,15,3,24,1
6910,4,3,4,12,1
6911,9,7,1,18,1
6912,6,10,4,13,1
6913,6,7,2,22,1
6914,9,10,3,18,1
6915,6,9,2,23,1
6916,9,9,3,22,1
6917,12,12,1,33,1
6918,0,9,6,17,1
6919,3,8,6,17,1
6920,4,8,3,20,1
6921,11,12,2,18,1
6922,10,9,0,32,1
6923,5,9,1,20,1
6924,9,9,3,22,1
6925,6,9,2,20,1
6926,0,0,4,18,1
6927,10,10,2,26,1
6928,10,10,3,16,0
6929,10,12,1,26,0
6930,9,9,2,21,0
6931,9,9,1,26,0
6932,9,9,1,18,0
6933,12,15,2,23,0
6934,9,6,5,14,0
6935,8,9,1,30,0
6936,10,10,1,16,0
6937,9,9,2,20,0
6938,10,10,1,32,0
6939,10,15,3,18,0
6940,9,10,2,18,0
6941,10,11,2,17,0
6942,10,6,1,23,0
6943,9,8,2,25,0
6944,9,12,1,17,0
6945,11,11,0,21,0
6946,9,9,3,19,0
6947,10,11,3,16,0
6948,0,0,5,20,1
6949,0,0,5,19,1
6950,5,3,6,12,1
6951,9,9,0,16,1
6952,0,0,7,13,1
6953,0,0,8,16,1
6954,0,0,8,14,1
6955,0,0,2,15,1
6956,0,0,3,12,1
6957,8,5,2,18,1
6958,0,0,7,13,1
6959,9,3,2,15,1
6960,9,6,4,19,1
6961,0,1,8,15,1
6962,7,7,0,15,1
6963,0,1,7,13,1
6964,4,3,7,15,1
6965,0,0,1,23,1
6966,9,0,0,15,1
6967,4,0,0,18,1
6968,9,6,5,20,1
6969,0,0,5,14,1
6970,0,0,0,18,1
6971,0,8,8,15,1
6972,4,0,0,13,1
6973,4,5,2,20,1
6974,0,8,2,19,1
6975,9,9,3,15,1
6976,5,4,4,16,1
6977,7,4,3,15,1
6978,4,4,0,15,1
6979,2,0,0,16,1
6980,5,4,4,14,1
6981,4,4,4,14,1
6982,4,0,0,15,1
6983,8,9,3,17,1
6984,0,6,7,21,1
6985,6,10,5,16,1
6986,9,15,2,14,1
6987,7,13,1,14,1
6988,0,0,7,14,1
6989,0,0,5,16,1
6990,0,3,2,16,1
6991,0,0,4,14,1
6992,4,6,6,14,1
6993,5,4,1,15,1
6994,9,10,2,17,1
6995,8,3,1,18,1
6996,6,4,2,16,1
6997,9,9,2,15,1
6998,9,10,3,14,1
6999,0,0,6,14,1
7000,4,0,8,13,1
7001,0,4,6,15,1
7002,4,0,4,19,1
7003,0,0,2,14,1
7004,8,0,4,13,1
7005,15,15,2,19,1
7006,0,0,6,14,1
7007,0,0,8,12,1
7008,7,4,2,13,1
7009,0,0,11,15,1
7010,0,0,4,12,1
7011,0,0,3,12,1
7012,7,4,1,17,1
7013,3,8,6,14,1
7014,0,3,3,15,1
7015,0,0,6,13,1
7016,4,0,2,16,1
7017,3,0,4,15,1
7018,4,8,8,13,1
7019,0,0,5,14,1
7020,0,0,4,13,1
7021,0,4,1,27,1
7022,0,0,3,19,1
7023,3,8,3,16,1
7024,0,0,0,15,1
7025,4,0,1,16,1
7026,0,0,7,12,1
7027,0,4,0,15,1
7028,8,4,4,15,1
7029,0,0,8,14,1
7030,15,15,2,28,1
7031,14,11,0,21,1
7032,10,12,2,13,1
7033,7,9,2,17,1
7034,10,10,2,20,1
7035,4,12,1,23,1
7036,0,9,2,19,1
7037,10,17,1,21,1
7038,10,10,3,18,1
7039,7,10,0,20,1
7040,4,3,3,18,1
7041,12,12,3,21,1
7042,10,10,3,22,1
7043,11,12,0,27,1
7044,1,12,1,27,1
7045,12,13,2,17,1
7046,11,10,4,13,1
7047,11,11,3,16,1
7048,9,9,1,16,1
7049,10,10,2,17,1
7050,9,12,1,18,1
7051,0,6,2,21,1
7052,15,15,0,26,1
7053,15,17,1,20,1
7054,9,12,3,16,1
7055,9,14,4,17,1
7056,0,9,0,16,1
7057,10,9,2,18,1
7058,15,13,2,30,1
7059,11,11,2,23,1
7060,9,3,2,17,1
7061,5,9,3,15,1
7062,8,0,2,18,1
7063,0,0,3,22,1
7064,0,0,7,12,1
7065,0,0,1,16,1
7066,0,0,8,12,1
7067,0,0,6,16,1
7068,10,12,4,19,1
7069,0,0,5,15,1
7070,0,9,0,28,1
7071,6,6,0,18,1
7072,8,9,2,13,1
7073,0,9,0,18,1
7074,9,10,4,16,1
7075,5,3,5,18,1
7076,9,7,4,17,1
7077,0,0,0,19,1
7078,9,7,1,18,1
7079,8,7,0,18,1
7080,0,0,4,16,1
7081,0,8,5,22,1
7082,0,0,3,18,1
7083,0,0,6,13,1
7084,0,0,5,14,1
7085,6,7,2,16,1
7086,0,0,7,16,1
7087,5,0,1,15,1
7088,6,6,6,22,1
7089,7,0,1,17,1
7090,0,7,6,19,1
7091,0,0,3,20,1
7092,0,0,7,18,1
7093,9,0,1,20,1
7094,0,0,8,16,1
7095,0,0,6,12,1
7096,0,0,5,19,1
7097,0,0,6,14,1
7098,9,6,0,15,1
7099,6,0,3,18,1
7100,0,0,3,17,1
7101,8,12,1,15,1
7102,5,0,1,15,1
7103,9,11,1,14,1
7104,0,0,8,18,1
7105,0,0,2,16,1
7106,5,4,5,19,1
7107,6,16,4,17,1
7108,0,0,5,17,1
7109,0,4,6,16,1
7110,5,8,1,20,1
7111,9,9,3,19,1
7112,2,1,3,22,1
7113,0,0,3,23,1
7114,0,7,3,16,1
7115,1,5,2,21,1
7116,2,0,2,15,1
7117,0,0,5,16,1
7118,0,0,3,16,1
7119,0,0,5,14,1
7120,5,0,3,18,1
7121,0,0,7,19,1
7122,4,0,0,18,1
7123,0,4,8,13,1
7124,0,0,3,21,1
7125,0,0,2,16,1
7126,0,0,2,14,1
7127,0,0,6,14,1
7128,5,0,3,12,1
7129,6,9,1,18,1
7130,7,4,1,17,1
7131,0,0,0,17,1
7132,2,5,1,19,1
7133,0,0,5,16,1
7134,0,0,0,20,1
7135,6,0,6,16,1
7136,1,3,2,17,1
7137,9,12,2,16,0
7138,14,14,3,22,0
7139,15,15,2,24,0
7140,12,15,0,20,0
7141,15,15,1,26,0
7142,15,18,2,20,0
7143,15,14,2,23,0
7144,14,14,2,26,0
7145,10,10,2,19,0
7146,15,15,3,22,0
7147,12,15,2,19,0
7148,12,10,2,21,0
7149,13,15,1,22,0
7150,9,10,3,19,0
7151,12,15,2,22,0
7152,16,17,2,26,0
7153,11,15,3,22,0
7154,8,8,4,13,1
7155,12,12,2,24,1
7156,8,6,2,18,1
7157,0,0,2,26,1
7158,8,10,4,20,1
7159,0,0,10,16,1
7160,0,4,1,15,1
7161,0,2,6,26,1
7162,9,9,2,22,1
7163,0,7,3,20,1
7164,0,0,3,18,1
7165,8,9,6,17,1
7166,7,0,3,21,1
7167,5,9,4,17,1
7168,7,9,4,14,1
7169,4,9,1,18,1
7170,12,15,2,27,1
7171,9,8,4,15,1
7172,0,3,4,16,1
7173,6,0,3,15,1
7174,9,9,3,25,1
7175,12,9,2,17,1
7176,9,0,8,18,1
7177,3,9,1,26,1
7178,0,9,2,15,0
7179,12,15,0,32,0
7180,9,9,2,18,0
7181,9,10,2,18,0
7182,12,15,0,36,0
7183,0,2,3,16,0
7184,12,14,2,19,0
7185,0,14,2,16,0
7186,10,14,3,20,0
7187,10,15,0,18,0
7188,9,15,4,17,0
7189,0,7,4,16,0
7190,9,5,3,19,0
7191,12,9,1,21,0
7192,9,12,3,21,0
7193,0,9,3,13,0
7194,0,8,3,16,0
7195,9,3,3,20,0
7196,0,9,0,15,0
7197,12,15,3,27,0
7198,9,7,3,18,0
7199,12,12,1,27,0
7200,15,17,2,26,0
7201,9,9,3,15,0
7202,10,14,2,24,0
7203,9,12,0,18,0
7204,12,12,0,22,0
7205,15,15,1,24,0
7206,12,12,2,24,0
7207,9,7,1,17,0
7208,15,12,3,25,0
7209,0,9,4,16,1
7210,0,2,3,16,1
7211,0,8,3,25,1
7212,0,2,3,19,1
7213,10,14,1,19,1
7214,0,4,2,18,1
7215,0,9,0,23,1
7216,2,0,4,15,1
7217,0,5,2,18,1
7218,0,9,2,19,1
7219,0,2,4,24,1
7220,0,0,3,20,1
7221,0,0,0,20,1
7222,0,5,3,29,1
7223,8,7,1,18,1
7224,0,0,4,25,1
7225,0,0,5,20,1
7226,12,10,1,27,1
7227,1,2,2,22,1
7228,0,5,3,24,1
7229,0,0,0,17,1
7230,0,8,1,18,1
7231,0,6,3,17,1
7232,0,3,4,23,1
7233,0,8,7,18,1
7234,9,4,3,16,1
7235,2,7,3,22,1
7236,0,5,4,20,1
7237,0,0,7,19,1
7238,6,10,1,16,1
7239,0,10,3,16,1
7240,0,7,2,19,1
7241,1,2,2,21,1
7242,0,9,3,18,1
7243,0,0,3,17,1
7244,0,3,3,20,1
7245,5,3,4,16,1
7246,3,5,1,24,1
7247,4,9,2,15,1
7248,0,0,4,18,1
7249,0,9,4,21,1
7250,4,8,0,15,1
7251,6,8,1,15,1
7252,9,12,2,20,1
7253,9,10,0,20,1
7254,7,9,1,21,1
7255,9,12,1,26,1
7256,10,12,0,31,1
7257,9,12,1,23,1
7258,10,12,2,29,1
7259,10,10,0,19,1
7260,2,0,4,17,1
7261,4,4,4,19,1
7262,0,0,2,13,1
7263,0,0,3,16,1
7264,9,10,1,21,1
7265,10,12,1,27,1
7266,0,3,2,23,1
7267,4,3,1,22,1
7268,2,4,2,15,1
7269,8,8,6,23,1
7270,2,1,5,17,1
7271,0,0,3,18,1
7272,4,5,3,19,1
7273,0,2,7,17,1
7274,3,2,5,13,1
7275,5,4,3,18,1
7276,3,0,9,15,1
7277,7,5,1,18,1
7278,10,0,1,21,1
7279,4,0,7,15,1
7280,5,4,4,21,1
7281,4,5,1,18,1
7282,1,6,10,14,1
7283,4,7,4,15,1
7284,4,5,3,24,1
7285,8,9,2,15,1
7286,5,0,5,14,1
7287,0,0,5,23,1
7288,0,0,0,18,1
7289,2,2,3,16,1
7290,0,0,5,16,1
7291,0,4,5,17,1
7292,0,2,1,16,1
7293,0,0,3,15,1
7294,0,0,2,17,1
7295,0,0,1,16,1
7296,0,0,6,17,1
7297,0,2,0,16,1
7298,7,10,2,19,1
7299,2,0,2,16,1
7300,0,0,1,17,1
7301,0,0,1,18,1
7302,0,0,3,20,1
7303,0,8,6,13,1
7304,7,0,1,15,1
7305,0,5,3,18,1
7306,0,0,6,20,1
7307,0,0,0,19,1
7308,9,9,4,22,1
7309,0,0,6,27,1
7310,0,0,3,15,1
7311,9,0,1,25,1
7312,0,0,6,15,1
7313,0,0,6,23,1
7314,1,9,4,13,1
7315,0,9,1,17,1
7316,3,4,4,15,1
7317,2,0,4,18,1
7318,0,8,1,18,1
7319,0,5,1,25,1
7320,0,2,5,21,1
7321,0,0,7,16,1
7322,0,0,6,15,1
7323,7,9,2,18,1
7324,0,9,0,15,1
7325,1,0,4,18,1
7326,9,9,3,16,1
7327,0,9,5,16,1
7328,0,0,5,17,1
7329,0,9,2,24,1
7330,0,0,8,22,1
7331,0,0,0,20,1
7332,0,9,1,17,1
7333,4,0,3,15,1
7334,0,0,5,17,1
7335,0,5,4,12,1
7336,0,6,4,17,1
7337,0,0,5,24,1
7338,9,5,0,15,1
7339,1,0,3,14,1
7340,0,6,4,18,1
7341,0,8,0,16,1
7342,0,0,1,15,1
7343,1,8,1,18,1
7344,0,9,1,14,1
7345,0,4,3,14,1
7346,0,0,1,15,1
7347,7,8,3,14,1
7348,0,0,4,18,1
7349,0,8,0,15,1
7350,0,0,5,14,1
7351,0,0,1,15,1
7352,0,0,0,15,1
7353,0,0,5,17,1
7354,0,0,3,18,1
7355,0,0,4,12,1
7356,0,2,3,15,1
7357,0,8,0,19,1
7358,0,7,4,18,1
7359,9,0,3,14,1
7360,10,9,0,25,1
7361,0,0,2,15,1
7362,0,6,3,15,1
7363,0,1,5,18,1
7364,0,9,1,17,1
7365,8,9,0,22,1
7366,0,6,1,28,1
7367,0,0,6,19,1
7368,0,1,4,14,1
7369,0,0,2,16,1
7370,0,0,5,16,1
7371,9,11,0,16,1
7372,0,0,2,16,1
7373,0,0,3,16,1
7374,0,9,4,20,1
7375,0,4,4,16,1
7376,0,4,3,16,1
7377,0,9,1,13,1
7378,0,0,6,18,1
7379,8,8,0,25,1
7380,6,2,10,18,1
7381,9,9,1,21,0
7382,9,8,1,21,0
7383,0,0,4,20,0
7384,9,10,1,19,0
7385,0,4,1,21,0
7386,5,0,2,18,0
7387,4,0,1,13,0
7388,9,9,2,22,0
7389,9,7,0,18,0
7390,6,9,1,15,0
7391,2,0,3,16,0
7392,9,9,2,23,0
7393,9,8,1,16,0
7394,9,6,1,23,0
7395,0,8,0,21,0
7396,7,0,3,13,0
7397,8,14,0,17,0
7398,18,15,1,24,0
7399,0,0,6,15,0
7400,10,6,2,25,0
7401,10,17,2,27,0
7402,13,15,2,18,0
7403,17,17,1,24,0
7404,9,7,2,19,0
7405,3,0,2,13,0
7406,13,0,3,21,0
7407,0,4,1,15,0
7408,5,0,1,16,0
7409,9,11,1,20,0
7410,6,8,2,14,0
7411,9,9,3,21,0
7412,0,0,6,14,0
7413,0,9,6,25,0
7414,4,6,3,20,0
7415,0,0,7,17,0
7416,9,8,2,20,0
7417,1,5,1,16,0
7418,14,15,0,22,0
7419,15,15,2,21,0
7420,10,5,2,16,0
7421,0,5,4,14,0
7422,20,17,1,28,0
7423,0,8,3,19,0
7424,2,9,3,19,0
7425,8,10,2,16,0
7426,15,15,2,19,0
7427,7,10,3,14,0
7428,14,15,1,23,0
7429,12,15,1,21,0
7430,12,20,3,19,0
7431,12,15,2,22,0
7432,13,15,2,23,0
7433,0,0,6,13,0
7434,0,5,2,17,0
7435,0,9,2,16,1
7436,9,9,2,14,1
7437,0,9,3,19,1
7438,9,12,4,21,1
7439,13,15,2,23,1
7440,0,4,4,23,1
7441,5,9,2,17,1
7442,7,5,1,27,1
7443,3,5,2,18,1
7444,0,0,5,16,1
7445,0,0,2,21,1
7446,9,8,2,19,1
7447,0,0,3,20,1
7448,0,0,5,19,1
7449,0,6,4,16,1
7450,0,9,3,18,1
7451,0,4,2,19,1
7452,9,10,3,20,1
7453,13,13,2,29,1
7454,15,10,1,24,1
7455,12,12,1,23,1
7456,0,2,7,20,1
7457,0,3,3,23,1
7458,8,9,0,19,1
7459,4,4,1,25,1
7460,10,15,1,18,1
7461,9,9,2,19,1
7462,10,10,2,15,1
7463,4,4,2,20,1
7464,11,11,1,20,1
7465,9,12,1,15,1
7466,8,9,2,24,1
7467,0,6,3,25,1
7468,9,10,3,18,1
7469,9,8,5,14,1
7470,6,4,3,28,1
7471,10,14,3,16,1
7472,10,15,2,23,1
7473,0,1,7,12,1
7474,0,5,0,16,1
7475,0,0,0,19,1
7476,0,3,0,19,1
